P_kw,Pa_kw,Po_kw,Ce_kg_kwh,Cea_kg_kwh,Cec_kg_kwh,autonomia_dias,densidad_ton_m3,fuel_sed,fuel_util,masa_ton,volumen_m3,volumen_con_margenes_m3
,300.0,0.0,0.18,0.08,0.05,12.0,0.85,0.03,0.95,,,
